signal_id | symbol | scanner | strategy | triggered_at | received_at | status | rejection_reason | trade_id | trigger_price
sig_5a4a8661bd4e4bdf8637bb8f0ac0576a | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-08-27T12:15:00+05:30 | 2026-08-27T12:15:24.760707+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 243.94
sig_4d9dd314bc074ef485f670cd2236cb79 | KOTAKBANK | gap_go_long | gap_go_long | 2026-08-27T12:18:00+05:30 | 2026-08-27T12:18:11.962236+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 425.55
sig_eae7a0d47f4f421eb89e2b291d7d05a2 | KOTAKBANK | vwap_bounce_long | vwap_bounce_long | 2026-08-27T12:21:00+05:30 | 2026-08-27T12:21:14.377825+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 424.55
sig_0dc227ac96f44fd1944cf3a363b20510 | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-08-27T12:21:00+05:30 | 2026-08-27T12:21:14.377825+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 243.79
sig_fd2787af960c4b05ac1d8d6e3f288b42 | KOTAKBANK | gap_go_long | gap_go_long | 2026-08-27T12:24:00+05:30 | 2026-08-27T12:24:12.090183+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 424.4
sig_6812bb2918df42a4b9650d114855e4c4 | KOTAKBANK | vwap_bounce_long | vwap_bounce_long | 2026-08-27T12:27:00+05:30 | 2026-08-27T12:27:13.961348+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 424.55
sig_f07f7c29c9504ee1851f781347869256 | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-08-27T12:27:00+05:30 | 2026-08-27T12:27:13.961348+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 243.69
sig_0522e8913d7f4a668cc51338936f5fea | KOTAKBANK | gap_go_long | gap_go_long | 2026-08-27T12:30:00+05:30 | 2026-08-27T12:30:19.317831+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 424.45
sig_6f2d40e9d19c48f3827389b85caad0f4 | KOTAKBANK | vwap_bounce_long | vwap_bounce_long | 2026-08-27T12:32:00+05:30 | 2026-08-27T12:32:16.336753+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 424.55
sig_4643482f2f1d4941992dcd32801ad651 | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-08-27T12:32:00+05:30 | 2026-08-27T12:32:16.336753+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 243.69
sig_39c1dd9de97648059fbcc104c918d3b7 | KOTAKBANK | gap_go_long | gap_go_long | 2026-08-27T12:36:00+05:30 | 2026-08-27T12:36:11.915328+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 425.1
sig_8527ff656d0d473cbab4dc325596a72c | KOTAKBANK | vwap_bounce_long | vwap_bounce_long | 2026-08-27T12:38:00+05:30 | 2026-08-27T12:38:14.537991+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 425.2
sig_bf89ef34636242a590cac66fa5181438 | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-08-27T12:38:00+05:30 | 2026-08-27T12:38:14.537991+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 244.01
sig_2e3865578b7c4bcaaa416b6f2f4ea0a3 | KOTAKBANK | gap_go_long | gap_go_long | 2026-08-27T12:41:00+05:30 | 2026-08-27T12:41:12.042415+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 425.2
sig_d1fe47d6658a4f23ab6203fe91bfacfe | KOTAKBANK | vwap_bounce_long | vwap_bounce_long | 2026-08-27T12:43:00+05:30 | 2026-08-27T12:43:14.678757+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 424.95
sig_5b19b0b018ed4518845707e90596f796 | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-08-27T12:43:00+05:30 | 2026-08-27T12:43:14.678757+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 243.55
sig_72ef01a1fff447ca8714e3f855d54fc5 | KOTAKBANK | gap_go_long | gap_go_long | 2026-08-27T12:46:00+05:30 | 2026-08-27T12:46:12.226277+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 424.75
sig_702377fd405a4f329936ee417b8167b6 | KOTAKBANK | vwap_bounce_long | vwap_bounce_long | 2026-08-27T12:48:00+05:30 | 2026-08-27T12:48:15.555080+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 424.45
sig_27c1342a66504eed98288561ae6932e1 | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-08-27T12:48:00+05:30 | 2026-08-27T12:48:15.555080+05:30 | REJECTED_SCORE_56 | REJECTED_SCORE_56 |  | 243.0
sig_4f765d8a16924171ad928cea30503434 | KOTAKBANK | gap_go_long | gap_go_long | 2026-08-27T12:51:00+05:30 | 2026-08-27T12:51:12.845827+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 424.5
sig_174bddc61d924e91817a2d3d93057251 | KOTAKBANK | vwap_bounce_long | vwap_bounce_long | 2026-08-27T12:53:00+05:30 | 2026-08-27T12:53:15.638297+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 424.5
sig_41759fc0e234489e90d686aab63c6719 | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-08-27T12:53:00+05:30 | 2026-08-27T12:53:15.638297+05:30 | REJECTED_SCORE_56 | REJECTED_SCORE_56 |  | 243.21
sig_cfa2b51e6a9d456a86aff5952259e203 | KOTAKBANK | gap_go_long | gap_go_long | 2026-08-27T12:57:00+05:30 | 2026-08-27T12:57:11.818461+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 425.3
sig_48240e92fa8e481a9e4e8586ae5f4bef | KOTAKBANK | vwap_bounce_long | vwap_bounce_long | 2026-08-27T12:59:00+05:30 | 2026-08-27T12:59:15.278884+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 426.1
sig_f523e72266b54004a987359caded4401 | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-08-27T12:59:00+05:30 | 2026-08-27T12:59:15.278884+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 243.5
sig_b8c5c154f9524ead88600efb8114b88a | KOTAKBANK | gap_go_long | gap_go_long | 2026-08-27T13:02:00+05:30 | 2026-08-27T13:02:13.091568+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 425.75
sig_d0701e6259c74be3b48e365379fbfb60 | KOTAKBANK | vwap_bounce_long | vwap_bounce_long | 2026-08-27T13:04:00+05:30 | 2026-08-27T13:04:15.589243+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 425.65
sig_187a3d3f433d43a6b281737fd927fd54 | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-08-27T13:04:00+05:30 | 2026-08-27T13:04:15.589243+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 243.5
sig_e55792b32498468a9be008575ec5911a | KOTAKBANK | gap_go_long | gap_go_long | 2026-08-27T13:08:00+05:30 | 2026-08-27T13:08:13.485274+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 426.0
sig_347f1cada9c6465cb14387ba0ec2d39e | KOTAKBANK | vwap_bounce_long | vwap_bounce_long | 2026-08-27T13:09:00+05:30 | 2026-08-27T13:09:16.113997+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 426.0
sig_007b0bdf34ea400481ecb73ef86ad8b0 | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-08-27T13:09:00+05:30 | 2026-08-27T13:09:16.113997+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 243.93
sig_50dd92b9c86d445ab989f065a73f9439 | KOTAKBANK | gap_go_long | gap_go_long | 2026-08-27T13:14:00+05:30 | 2026-08-27T13:14:12.676351+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 426.7
sig_9975cab7fba24a339856208936ee367f | KOTAKBANK | vwap_bounce_long | vwap_bounce_long | 2026-08-27T13:15:00+05:30 | 2026-08-27T13:15:27.046934+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 426.55
sig_35632caa33d7410fa74209cf97cd0b17 | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-08-27T13:15:00+05:30 | 2026-08-27T13:15:27.046934+05:30 | REJECTED_SCORE_51 | REJECTED_SCORE_51 |  | 243.0
sig_b68c2698b89343d09738c61b0f7e0b60 | KOTAKBANK | gap_go_long | gap_go_long | 2026-08-27T13:19:00+05:30 | 2026-08-27T13:19:12.938643+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 426.15
sig_56344c166fb148a39a639e5ecc890bb7 | KOTAKBANK | positional_sector_rotation | positional_sector_rotation | 2026-08-27T13:20:00+05:30 | 2026-08-27T13:20:22.096316+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 426.15
sig_a3dda99531744e0d80c553bea6bd1f0d | KOTAKBANK | vwap_bounce_long | vwap_bounce_long | 2026-08-27T13:21:00+05:30 | 2026-08-27T13:21:16.583682+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 426.1
sig_6a60d928d6b4472eb6d447d6195f838c | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-08-27T13:21:00+05:30 | 2026-08-27T13:21:16.583682+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 243.5
sig_ee8ed7f8e7ea42f4add9c4bd4a1032e9 | KOTAKBANK | gap_go_long | gap_go_long | 2026-08-27T13:24:00+05:30 | 2026-08-27T13:24:13.038195+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 426.3
sig_e67a70c01ab34ae1b9f77cf8a696d18f | KOTAKBANK | positional_sector_rotation | positional_sector_rotation | 2026-08-27T13:26:00+05:30 | 2026-08-27T13:26:12.368112+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 426.6
sig_929883664629470e879a9887ff6b10d4 | KOTAKBANK | vwap_bounce_long | vwap_bounce_long | 2026-08-27T13:27:00+05:30 | 2026-08-27T13:27:15.855798+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 426.75
sig_6b8d4f52e4f1469682c13d2a613aa04f | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-08-27T13:27:00+05:30 | 2026-08-27T13:27:15.855798+05:30 | REJECTED_SCORE_56 | REJECTED_SCORE_56 |  | 243.09
sig_79a9a5b83fcb4f4b83273730ae7d6bcb | KOTAKBANK | gap_go_long | gap_go_long | 2026-08-27T13:30:00+05:30 | 2026-08-27T13:30:18.814126+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 426.65
sig_563db9a4db8c4d4aa5dc73b32b8792c8 | KOTAKBANK | positional_sector_rotation | positional_sector_rotation | 2026-08-27T13:31:00+05:30 | 2026-08-27T13:31:12.993667+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 426.4
sig_cd1439b11b3d4216a1913c4273a70932 | KOTAKBANK | vwap_bounce_long | vwap_bounce_long | 2026-08-27T13:33:00+05:30 | 2026-08-27T13:33:14.881427+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 426.1
sig_d01da914e06f4fbfb94dc5283fc3fb5c | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-08-27T13:33:00+05:30 | 2026-08-27T13:33:14.881427+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 242.4
sig_968a1da44b524c28ac51f4b1e431ad22 | KOTAKBANK | gap_go_long | gap_go_long | 2026-08-27T13:35:00+05:30 | 2026-08-27T13:35:19.618884+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 426.35
sig_ffd3db799e1c498db09b46acaa12a38c | KOTAKBANK | positional_sector_rotation | positional_sector_rotation | 2026-08-27T13:36:00+05:30 | 2026-08-27T13:36:13.715774+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 426.3
sig_cee10032b5b748baa21cd610baeb9f52 | KOTAKBANK | vwap_bounce_long | vwap_bounce_long | 2026-08-27T13:38:00+05:30 | 2026-08-27T13:38:15.457159+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 426.35
sig_90138f0272574b86a3e70ebebd32f46d | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-08-27T13:38:00+05:30 | 2026-08-27T13:38:15.457159+05:30 | REJECTED_SCORE_56 | REJECTED_SCORE_56 |  | 242.9
sig_f9ce192adfca47e786506adf08200f0b | KOTAKBANK | gap_go_long | gap_go_long | 2026-08-27T13:41:00+05:30 | 2026-08-27T13:41:12.097429+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 426.25
sig_b3a1468d253c482d9f0f73cdc5c0e05b | KOTAKBANK | positional_sector_rotation | positional_sector_rotation | 2026-08-27T13:42:00+05:30 | 2026-08-27T13:42:12.558734+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 426.35
sig_f2297723b71644a49a7b065e3d078be4 | KOTAKBANK | vwap_bounce_long | vwap_bounce_long | 2026-08-27T13:44:00+05:30 | 2026-08-27T13:44:13.699722+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 426.0
sig_9a3db75241cd4955b8cd9b65f0f0185d | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-08-27T13:44:00+05:30 | 2026-08-27T13:44:13.699722+05:30 | REJECTED_SCORE_56 | REJECTED_SCORE_56 |  | 242.92
sig_0640501fe8fb4ecbb81e3455401f3c82 | KOTAKBANK | gap_go_long | gap_go_long | 2026-08-27T13:46:00+05:30 | 2026-08-27T13:46:12.754613+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 426.0
sig_0ee591552bda44fbaf56cfbe4ad361ad | KOTAKBANK | positional_sector_rotation | positional_sector_rotation | 2026-08-27T13:47:00+05:30 | 2026-08-27T13:47:12.752035+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 426.1
sig_679015d67a3d4633b7b20fa7a810b4b5 | KOTAKBANK | vwap_bounce_long | vwap_bounce_long | 2026-08-27T13:49:00+05:30 | 2026-08-27T13:49:15.054857+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 425.75
sig_961361a5b7584848bd1ce8a5c9fce85a | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-08-27T13:49:00+05:30 | 2026-08-27T13:49:15.054857+05:30 | REJECTED_SCORE_55 | REJECTED_SCORE_55 |  | 242.59
sig_35004962d68649dca25f760dd4260ea2 | KOTAKBANK | gap_go_long | gap_go_long | 2026-08-27T13:51:00+05:30 | 2026-08-27T13:51:12.778077+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 426.0
sig_d40db44245664e90ae464934d0a2fbc7 | KOTAKBANK | positional_sector_rotation | positional_sector_rotation | 2026-08-27T13:53:00+05:30 | 2026-08-27T13:53:13.008855+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 426.05
sig_61cceca98c98495e90c4062bb359ad69 | KOTAKBANK | vwap_bounce_long | vwap_bounce_long | 2026-08-27T13:55:00+05:30 | 2026-08-27T13:55:21.449174+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 426.0
sig_c5c4d66684fe4fc283087b40b98c5e31 | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-08-27T13:55:00+05:30 | 2026-08-27T13:55:21.449174+05:30 | REJECTED_SCORE_55 | REJECTED_SCORE_55 |  | 242.62
sig_48b8c37ad0f148ca8c11635bc415db50 | KOTAKBANK | gap_go_long | gap_go_long | 2026-08-27T13:57:00+05:30 | 2026-08-27T13:57:11.809306+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 426.1
sig_fee2097f5b6d4ad0a78f6e6d4f615705 | KOTAKBANK | positional_sector_rotation | positional_sector_rotation | 2026-08-27T13:59:00+05:30 | 2026-08-27T13:59:13.299557+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 425.45
sig_b7a3a49b0c0a494189d43abf2c642f93 | KOTAKBANK | vwap_bounce_long | vwap_bounce_long | 2026-08-27T14:00:00+05:30 | 2026-08-27T14:00:22.098567+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 425.55
sig_ace0b37ff52f42488e47835a64a53bce | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-08-27T14:00:00+05:30 | 2026-08-27T14:00:22.098567+05:30 | REJECTED_SCORE_54 | REJECTED_SCORE_54 |  | 242.5
sig_ab21b966dbbe4d0496d340ad10973c44 | KOTAKBANK | gap_go_long | gap_go_long | 2026-08-27T14:03:00+05:30 | 2026-08-27T14:03:12.746361+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 425.8
sig_d25db9216b534bbd9ca86c3317c01be7 | KOTAKBANK | positional_sector_rotation | positional_sector_rotation | 2026-08-27T14:05:00+05:30 | 2026-08-27T14:05:23.248609+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 425.5
sig_185be1c36494453c80cf6558f8f7c62b | KOTAKBANK | vwap_bounce_long | vwap_bounce_long | 2026-08-27T14:06:00+05:30 | 2026-08-27T14:06:13.583723+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 425.7
sig_719ec137db80497fb28e967dfed8bd5f | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-08-27T14:06:00+05:30 | 2026-08-27T14:06:13.583723+05:30 | REJECTED_SCORE_56 | REJECTED_SCORE_56 |  | 242.99
sig_926814c6316a4dc488048052bc26ac67 | KOTAKBANK | gap_go_long | gap_go_long | 2026-08-27T14:09:00+05:30 | 2026-08-27T14:09:12.993677+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 424.85
sig_cd88ec456ca8493087ea44b2dab9ea8c | KOTAKBANK | positional_sector_rotation | positional_sector_rotation | 2026-08-27T14:11:00+05:30 | 2026-08-27T14:11:13.523337+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 424.9
sig_26ec6f3128c04ae0accb89e80918279c | KOTAKBANK | vwap_bounce_long | vwap_bounce_long | 2026-08-27T14:11:00+05:30 | 2026-08-27T14:11:15.628802+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 424.9
sig_3b21829811a24161a2a13463eb0b6824 | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-08-27T14:11:00+05:30 | 2026-08-27T14:11:15.628802+05:30 | REJECTED_SCORE_59 | REJECTED_SCORE_59 |  | 242.5
sig_68e0100a04fd4c3f89a61baf171b648a | KOTAKBANK | gap_go_long | gap_go_long | 2026-08-27T14:15:00+05:30 | 2026-08-27T14:15:20.229994+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 425.35
sig_f1d07116aad142ce89dc3a645b1024f2 | KOTAKBANK | positional_sector_rotation | positional_sector_rotation | 2026-08-27T14:17:00+05:30 | 2026-08-27T14:17:13.040692+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 425.75
sig_ed4bd9bc860b44e9b265c2c3bfc47521 | KOTAKBANK | vwap_bounce_long | vwap_bounce_long | 2026-08-27T14:17:00+05:30 | 2026-08-27T14:17:14.664521+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 425.75
sig_73a2e8f31bc04791bd73bcc0cb378e14 | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-08-27T14:17:00+05:30 | 2026-08-27T14:17:14.664521+05:30 | REJECTED_SCORE_54 | REJECTED_SCORE_54 |  | 243.03
sig_c8ae14da89114c57b7211c02b7dadbe5 | KOTAKBANK | gap_go_long | gap_go_long | 2026-08-27T14:21:00+05:30 | 2026-08-27T14:21:13.048022+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 425.6
sig_54faa1a8aded482982e2477e2cd976d8 | KOTAKBANK | positional_sector_rotation | positional_sector_rotation | 2026-08-27T14:23:00+05:30 | 2026-08-27T14:23:12.624440+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 425.35
sig_7ecbf31f2c1f43cfa86687e8456cd9cd | KOTAKBANK | vwap_bounce_long | vwap_bounce_long | 2026-08-27T14:23:00+05:30 | 2026-08-27T14:23:15.072561+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 425.35
sig_d50f7b2e7e194e4a806333c49fe5f55f | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-08-27T14:23:00+05:30 | 2026-08-27T14:23:15.072561+05:30 | REJECTED_SCORE_56 | REJECTED_SCORE_56 |  | 243.2
sig_277d1bea99ab409da24cb862a2720c01 | KOTAKBANK | gap_go_long | gap_go_long | 2026-08-27T14:27:00+05:30 | 2026-08-27T14:27:13.108408+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 425.45
sig_603dbead8de5441f80ef54c6cd4d0fd6 | KOTAKBANK | positional_sector_rotation | positional_sector_rotation | 2026-08-27T14:28:00+05:30 | 2026-08-27T14:28:13.300322+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 425.55
sig_0824165f35f94ae889fe441ecd40b04a | KOTAKBANK | vwap_bounce_long | vwap_bounce_long | 2026-08-27T14:28:00+05:30 | 2026-08-27T14:28:15.670321+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 425.55
sig_35d062dc5e3a4a3294826f1334e84315 | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-08-27T14:28:00+05:30 | 2026-08-27T14:28:15.670321+05:30 | REJECTED_SCORE_56 | REJECTED_SCORE_56 |  | 242.92
sig_a27b7d27a72a4b638884f0d3a306312d | KOTAKBANK | gap_go_long | gap_go_long | 2026-08-27T14:32:00+05:30 | 2026-08-27T14:32:13.314507+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 425.5
sig_eeaf5adc9a4c4cfd863048814b094d26 | KOTAKBANK | positional_sector_rotation | positional_sector_rotation | 2026-08-27T14:33:00+05:30 | 2026-08-27T14:33:13.879852+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 425.25
sig_c67d04921aad40dea36b6440c5f3864b | KOTAKBANK | vwap_bounce_long | vwap_bounce_long | 2026-08-27T14:34:00+05:30 | 2026-08-27T14:34:14.878805+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 425.5
sig_3e4db7b6c0d64dcf9be80bda07523f6e | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-08-27T14:34:00+05:30 | 2026-08-27T14:34:14.878805+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 243.52
sig_aaca691abdde4dc9a8eb9e12a47e0ea1 | KOTAKBANK | gap_go_long | gap_go_long | 2026-08-27T14:38:00+05:30 | 2026-08-27T14:38:11.978435+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 425.8
sig_4c4871f191a247979467f2dfc2f9eb05 | KOTAKBANK | positional_sector_rotation | positional_sector_rotation | 2026-08-27T14:39:00+05:30 | 2026-08-27T14:39:13.997366+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 425.65
sig_3733b017e5d345bcadc8ad3d45202376 | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-08-27T14:39:00+05:30 | 2026-08-27T14:39:15.443378+05:30 | REJECTED_SCORE_54 | REJECTED_SCORE_54 |  | 242.42
sig_81ddd8c9661548e6a558045acabde318 | KOTAKBANK | vwap_bounce_long | vwap_bounce_long | 2026-08-27T14:40:00+05:30 | 2026-08-27T14:40:22.677475+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 425.65
sig_d19021a3012743ea9f734fbe9c2b36e6 | KOTAKBANK | gap_go_long | gap_go_long | 2026-08-27T14:43:00+05:30 | 2026-08-27T14:43:13.297422+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 426.0
sig_ecf723558cd4488f96050d08347a874f | KOTAKBANK | vwap_bounce_long | vwap_bounce_long | 2026-08-27T14:45:00+05:30 | 2026-08-27T14:45:23.783633+05:30 | REJECTED_SCORE_52 | REJECTED_SCORE_52 |  | 425.95
sig_cf62b1de9e5843ffa528e49cbcad5d0a | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-08-27T14:45:00+05:30 | 2026-08-27T14:45:23.783633+05:30 | REJECTED_SCORE_50 | REJECTED_SCORE_50 |  | 242.6
sig_b241d0553fc14d78809d1a6338f70064 | KOTAKBANK | positional_sector_rotation | positional_sector_rotation | 2026-08-27T14:46:00+05:30 | 2026-08-27T14:46:14.521053+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 425.8
sig_c2e20f43b67d4bd8b9dd9c64142050d7 | KOTAKBANK | gap_go_long | gap_go_long | 2026-08-27T14:49:00+05:30 | 2026-08-27T14:49:12.922274+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 425.85
sig_e3e0d7594d524a01ab7c19c982a8c5de | KOTAKBANK | vwap_bounce_long | vwap_bounce_long | 2026-08-27T14:51:00+05:30 | 2026-08-27T14:51:15.288774+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 425.85
sig_c521be5060594e6f8ee92584c3188f38 | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-08-27T14:51:00+05:30 | 2026-08-27T14:51:15.288774+05:30 | REJECTED_SCORE_55 | REJECTED_SCORE_55 |  | 242.55
sig_5023462cacdc42acbd81d7db9bedd173 | KOTAKBANK | positional_sector_rotation | positional_sector_rotation | 2026-08-27T14:52:00+05:30 | 2026-08-27T14:52:13.344295+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 425.5
sig_7b836be4c9ea4e1ea681d412b9fa0443 | KOTAKBANK | gap_go_long | gap_go_long | 2026-08-27T14:55:00+05:30 | 2026-08-27T14:55:18.011278+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 425.65
sig_3f90b4d78e5e4ddfa03e987d9528f649 | KOTAKBANK | vwap_bounce_long | vwap_bounce_long | 2026-08-27T14:57:00+05:30 | 2026-08-27T14:57:15.306090+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 425.75
sig_8139327f3119439a9705f5c910dfdf60 | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-08-27T14:57:00+05:30 | 2026-08-27T14:57:15.306090+05:30 | REJECTED_SCORE_56 | REJECTED_SCORE_56 |  | 242.85
sig_9754836a404d40df9c47816ea00490b7 | KOTAKBANK | positional_sector_rotation | positional_sector_rotation | 2026-08-27T14:58:00+05:30 | 2026-08-27T14:58:13.108212+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 425.7
sig_e0c1c5ef1484462ca9e6bace209f1c10 | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-08-28T14:18:00+05:30 | 2026-08-28T14:18:13.965560+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 252.0
sig_4d1ef4de698c4e5a927ca0e22c0d0b35 | INDOCO | vwap_bounce_long | vwap_bounce_long | 2026-08-28T14:24:00+05:30 | 2026-08-28T14:24:14.688491+05:30 | REJECTED_SCORE_57 | REJECTED_SCORE_57 |  | 253.0
